  PID  PPID COMM
  733     1 /usr/sbin/filecoordinationd
  734     1 /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
  737     1 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
  739     1 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
  743     1 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
  744     1 /usr/libexec/intelligentroutingd
  745     1 /System/Library/CoreServices/audioaccessoryd
  747     1 automountd
  750     1 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent
  756     1 /System/Library/ExtensionKit/Extensions/WallpaperAerialsExtension.appex/Contents/MacOS/WallpaperAerialsExtension
  758     1 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem
  765     1 /usr/libexec/rosetta/oahd
  766     1 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
  770     1 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
  771     1 /System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
  777     1 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
  779     1 /System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent
  782     1 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
  783     1 /usr/libexec/gamepolicyd
  789     1 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
  791     1 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  792     1 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
  793     1 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
  796     1 /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget
  806     1 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
  814     1 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  827     1 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
  836     1 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
  837     1 /usr/libexec/avconferenced
  841     1 /System/Cryptexes/App/usr/libexec/com.apple.Safari.History
  848     1 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/universalAccessAuthWarn.app/Contents/MacOS/universalAccessAuthWarn
  850     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
  854     1 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
  860     1 Contents/Library/LaunchAgents/Perplexity Helper.app/Contents/MacOS/perplexityd
  863     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
  864     1 /Applications/AdGuard for Safari.app/Contents/PlugIns/PopupExtension.appex/Contents/MacOS/PopupExtension
  868     1 /System/Library/PrivateFrameworks/PassKitCore.framework/passd
  870     1 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
  872     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
  878     1 /System/Library/CoreServices/SubmitDiagInfo
  894     1 /usr/sbin/distnoted
  897     1 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
  910   334 /usr/sbin/systemstats
  911     1 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
  915     1 /System/Library/PrivateFrameworks/AMPSharing.framework/Versions/A/Support/mediasharingd
  921     1 /usr/libexec/aned
  941     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
  945     1 /usr/sbin/distnoted
  946     1 /System/Library/CoreServices/PeopleMessageService.app/Contents/PlugIns/PeopleMessagesAskToBuy.appex/Contents/MacOS/PeopleMessagesAskToBuy
  974     1 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
  975     1 /System/Library/PrivateFrameworks/LocalAuthenticationUI.framework/Versions/A/XPCServices/LocalAuthenticationRemoteService.xpc/Contents/MacOS/LocalAuthenticationRemoteService
  977     1 /System/Library/Frameworks/GroupActivities.framework/Versions/A/XPCServices/GroupSessionService.xpc/Contents/MacOS/GroupSessionService
 1046     1 /Applications/Gemini.app/Contents/Helpers/crashpad_handler
 1144     1 /System/iOSSupport/System/Library/PrivateFrameworks/AvatarUI.framework/PlugIns/AvatarPickerMemojiPicker.appex/Contents/MacOS/AvatarPickerMemojiPicker
 1308     1 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/chrome_crashpad_handler
 1401     1 /Applications/Gemini.app/Contents/Helpers/GeminiAppLauncher.app/Contents/MacOS/GeminiAppLauncher
 1560     1 /Applications/Gemini.app/Contents/Helpers/crashpad_handler
 1679     1 /usr/bin/ssh-agent
 1947   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper.app/Contents/MacOS/Brave Browser Helper
 1959   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper.app/Contents/MacOS/Brave Browser Helper
 1988 97095 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper
 2072   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper.app/Contents/MacOS/Brave Browser Helper
 2566   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper (Renderer).app/Contents/MacOS/Brave Browser Helper (Renderer)
 2731     1 /System/Library/Image Capture/Support/icdd
 2734     1 /System/Library/Frameworks/ImageCaptureCore.framework/Versions/A/XPCServices/mscamerad-xpc.xpc/Contents/MacOS/mscamerad-xpc
 2737     1 /usr/libexec/ptpcamerad
 2801   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper (Renderer).app/Contents/MacOS/Brave Browser Helper (Renderer)
 2873     1 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
 2908   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper (Renderer).app/Contents/MacOS/Brave Browser Helper (Renderer)
 2917     1 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension
 3051   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper (Renderer).app/Contents/MacOS/Brave Browser Helper (Renderer)
 3246     1 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport
 3264   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper (Renderer).app/Contents/MacOS/Brave Browser Helper (Renderer)
 3471   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper (Renderer).app/Contents/MacOS/Brave Browser Helper (Renderer)
 3680     1 /usr/sbin/distnoted
 3829   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper (Renderer).app/Contents/MacOS/Brave Browser Helper (Renderer)
 4080     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
 4099     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 4191     1 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider
 4637     1 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
 5238   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper (Renderer).app/Contents/MacOS/Brave Browser Helper (Renderer)
 5342   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper (Renderer).app/Contents/MacOS/Brave Browser Helper (Renderer)
 5566     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.EnhancedSecurity.xpc/Contents/MacOS/com.apple.WebKit.WebContent.EnhancedSecurity
 5844     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.EnhancedSecurity.xpc/Contents/MacOS/com.apple.WebKit.WebContent.EnhancedSecurity
 5846     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.EnhancedSecurity.xpc/Contents/MacOS/com.apple.WebKit.WebContent.EnhancedSecurity
 5848     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.EnhancedSecurity.xpc/Contents/MacOS/com.apple.WebKit.WebContent.EnhancedSecurity
 6408     1 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
 6525     1 /System/Library/CoreServices/diagnostics_agent
 6531     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.EnhancedSecurity.xpc/Contents/MacOS/com.apple.WebKit.WebContent.EnhancedSecurity
 6545     1 /usr/sbin/distnoted
 6647     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 6659     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 6666     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 6675     1 /System/Library/CoreServices/CrashReporterSupportHelper
 6677     1 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/com.apple.CoreSimulator.CoreSimulatorService.xpc/Contents/MacOS/com.apple.CoreSimulator.CoreSimulatorService
 6678     1 /Library/Apple/System/Library/PrivateFrameworks/RemotePairing.framework/Versions/A/XPCServices/remotepairingd.xpc/Contents/MacOS/remotepairingd
 6679     1 /System/Library/PrivateFrameworks/HearingCore.framework/heard
 6685     1 Contents/Resources/ChatGPTHelper
 6687     1 /Applications/LogiTune.app/Contents/MacOS/LogiTune
 6692     1 /Users/bcb/Library/Application Support/com.grammarly.ProjectLlama/Grammarly Desktop Update Service.app/Contents/MacOS/Grammarly Desktop Update Service
 6693     1 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent
 6694     1 /Users/bcb/Library/Application Support/Perplexity/PerplexityXPC.xpc/Contents/MacOS/PerplexityXPC
 6697     1 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
 6699     1 /Applications/Grammarly Desktop.app/Contents/Library/LaunchAgents/Grammarly Desktop Helper.app/Contents/MacOS/Grammarly Desktop Helper
 6701     1 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 6703     1 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Resources/bin/simdiskimaged
 6704     1 /Applications/duet.app/Contents/MacOS/duet
 6705     1 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/SimulatorTrampoline.xpc/Contents/MacOS/SimulatorTrampoline
 6707     1 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
 6713     1 /Applications/Docker.app/Contents/MacOS/com.docker.backend
 6715  6713 /Applications/Docker.app/Contents/MacOS/com.docker.backend
 6716  6713 /Applications/Docker.app/Contents/MacOS/com.docker.backend
 6724     1 /Applications/duet.app/Contents/MacOS/crashpad_handler
 6750     1 /System/Cryptexes/App/usr/libexec/webinspectord
 6755  6687 /Applications/LogiTune.app/Contents/Frameworks/LogiTune Helper (GPU).app/Contents/MacOS/LogiTune Helper (GPU)
 6756  6687 /Applications/LogiTune.app/Contents/Frameworks/LogiTuneAgent.app/Contents/MacOS/LogiTuneAgent
 6760  6687 /Applications/LogiTune.app/Contents/Frameworks/LogiTune Helper.app/Contents/MacOS/LogiTune Helper
 6762  6716 /Applications/Docker.app/Contents/MacOS/com.docker.build
 6764  6716 /Applications/Docker.app/Contents/MacOS/Docker Desktop.app/Contents/MacOS/Docker Desktop
 6770  6687 /Applications/LogiTune.app/Contents/Frameworks/LogiTune Helper (Renderer).app/Contents/MacOS/LogiTune Helper (Renderer)
 6771  6687 /Applications/LogiTune.app/Contents/Frameworks/LogiTune Helper (Renderer).app/Contents/MacOS/LogiTune Helper (Renderer)
 6773  6687 /Applications/LogiTune.app/Contents/Frameworks/LogiTune Helper (Renderer).app/Contents/MacOS/LogiTune Helper (Renderer)
 6774     1 /Applications/Docker.app/Contents/MacOS/Docker Desktop.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler
 6785  6764 /Applications/Docker.app/Contents/MacOS/Docker Desktop.app/Contents/Frameworks/Docker Desktop Helper.app/Contents/MacOS/Docker Desktop Helper
 6789  6764 /Applications/Docker.app/Contents/MacOS/Docker Desktop.app/Contents/Frameworks/Docker Desktop Helper.app/Contents/MacOS/Docker Desktop Helper
 6802  6764 /Applications/Docker.app/Contents/MacOS/Docker Desktop.app/Contents/Frameworks/Docker Desktop Helper (Renderer).app/Contents/MacOS/Docker Desktop Helper (Renderer)
 6853  6716 /Applications/Docker.app/Contents/Resources/cli-plugins/docker-agent
 6863     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 6865     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 6867     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 6916     1 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged
 6943     1 /System/Library/Frameworks/Contacts.framework/Support/contactsd
 7214     1 /usr/libexec/wifivelocityd
 7253     1 /usr/sbin/distnoted
 7301     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 7355     1 /System/Library/PrivateFrameworks/DataAccess.framework/Support/dataaccessd
 7357     1 /System/Library/PrivateFrameworks/People.framework/peopled
 7394     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.EnhancedSecurity.xpc/Contents/MacOS/com.apple.WebKit.WebContent.EnhancedSecurity
 7395     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 7401     1 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
 7403     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 7439     1 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService
 7440     1 /usr/sbin/distnoted
 7442     1 /System/Library/ExtensionKit/Extensions/GenerativeExperiencesSafetyInferenceProvider.appex/Contents/MacOS/GenerativeExperiencesSafetyInferenceProvider
 7443     1 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService
 7647     1 /System/Applications/Mail.app/Contents/PlugIns/com.apple.mail.SpotlightIndexExtension.appex/Contents/MacOS/com.apple.mail.SpotlightIndexExtension
 7652     1 /System/Applications/Messages.app/Contents/PlugIns/Messages Assistant Extension.appex/Contents/MacOS/Messages Assistant Extension
 8255     1 /usr/libexec/diagnosticextensionsd
 9093     1 /System/Library/CoreServices/PowerChime.app/Contents/MacOS/PowerChime
 9241     1 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdsync
 9449     1 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/PlugIns/QLPreviewGenerationExtension.appex/Contents/MacOS/QLPreviewGenerationExtension
10281     1 /System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher
11052     1 /Applications/ChatGPT.app/Contents/Frameworks/Sparkle.framework/Versions/B/Autoupdate
11053     1 /Users/bcb/Library/Caches/com.openai.codex/org.sparkle-project.Sparkle/Launcher/XSynjoJ6B/Updater.app/Contents/MacOS/Updater
11078     1 /usr/libexec/studentd
11096     1 /usr/sbin/distnoted
13822     1 /usr/libexec/spotlightknowledged.updater
13895   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper (Renderer).app/Contents/MacOS/Brave Browser Helper (Renderer)
14083     1 /usr/libexec/trustd
14163     1 /usr/libexec/trustd
