bcb
  PID  PPID COMM
54993     1 /usr/libexec/textunderstandingd
56222 98888 /Users/bcb/.codex/computer-use/Codex Computer Use.app/Contents/SharedSupport/CUALockScreenGuardian.app/Contents/MacOS/CUALockScreenGuardian
56942     1 /System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed
56971     1 /usr/libexec/linkd
57012     1 /usr/sbin/cfprefsd
57013     1 /usr/sbin/cfprefsd
57014     1 /usr/sbin/cfprefsd
57259     1 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/biomed
57363     1 /System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbuseragent
58010     1 /usr/libexec/sandboxd
58246     1 /usr/libexec/centaurid
59407     1 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
60581     1 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
60582     1 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
60691     1 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
60761     1 /System/Library/Frameworks/Contacts.framework/Support/postersyncd
61325     1 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
63822   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper (Renderer).app/Contents/MacOS/Brave Browser Helper (Renderer)
66229     1 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
67366     1 /Applications/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler
68351     1 /Library/Frameworks/Python.framework/Versions/3.11/Resources/Python.app/Contents/MacOS/Python
68352     1 /Library/Frameworks/Python.framework/Versions/3.11/Resources/Python.app/Contents/MacOS/Python
68467 68352 /Applications/miniconda3/bin/python
68468 68351 /Applications/miniconda3/bin/python
68810     1 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/PlugIns/QLPreviewGenerationExtension.appex/Contents/MacOS/QLPreviewGenerationExtension
84348     1 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
86926     1 /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
89431     1 /usr/sbin/netbiosd
94267     1 /System/Applications/System Settings.app/Contents/MacOS/System Settings
94269     1 /System/Applications/System Settings.app/Contents/PlugIns/GeneralSettings.appex/Contents/MacOS/GeneralSettings
94270     1 /System/Library/ExtensionKit/Extensions/AppleIDSettings.appex/Contents/MacOS/AppleIDSettings
94272     1 /System/Library/ExtensionKit/Extensions/VPN.appex/Contents/MacOS/VPN
94273     1 /System/Library/ExtensionKit/Extensions/FamilySettings.appex/Contents/MacOS/FamilySettings
94274     1 /System/Library/ExtensionKit/Extensions/HeadphoneSettingsExtension.appex/Contents/MacOS/HeadphoneSettingsExtension
94275     1 /System/Library/ExtensionKit/Extensions/FollowUpSettingsExtension.appex/Contents/MacOS/FollowUpSettingsExtension
94276     1 /System/Library/ExtensionKit/Extensions/ClassroomSettings.appex/Contents/MacOS/ClassroomSettings
94279     1 /System/Library/ExtensionKit/Extensions/UsersGroups.appex/Contents/MacOS/UsersGroups
94280     1 /System/iOSSupport/System/Library/PrivateFrameworks/AvatarUI.framework/PlugIns/AvatarPickerMemojiPicker.appex/Contents/MacOS/AvatarPickerMemojiPicker
94295     1 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
94338     1 /usr/sbin/distnoted
94339     1 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport
94342     1 /usr/libexec/lsd
94351     1 /usr/sbin/distnoted
94356     1 /System/Applications/System Settings.app/Contents/PlugIns/csimporter.appex/Contents/MacOS/csimporter
94838   710 /Applications/Brave Browser.app/Contents/Frameworks/Brave Browser Framework.framework/Versions/151.1.93.129/Helpers/Brave Browser Helper (Renderer).app/Contents/MacOS/Brave Browser Helper (Renderer)
94987     1 /System/Library/PrivateFrameworks/DesktopServicesPriv.framework/Resources/DesktopServicesHelper
97082     1 /System/Library/ExtensionKit/Extensions/SecurityPrivacyExtension.appex/Contents/MacOS/SecurityPrivacyExtension
97095     1 /Applications/Visual Studio Code.app/Contents/MacOS/Code
97097     1 /Applications/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler
97098 97095 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper
97099 97095 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper
97100 97095 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer)
97133     1 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService
97236 97095 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper
97237 97095 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper
97637 97095 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin)
97694 97095 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper
97696 97637 /Library/Frameworks/Python.framework/Versions/3.11/Resources/Python.app/Contents/MacOS/Python
97698 97637 /Library/Frameworks/Python.framework/Versions/3.11/Resources/Python.app/Contents/MacOS/Python
97699 97637 /Library/Frameworks/Python.framework/Versions/3.11/Resources/Python.app/Contents/MacOS/Python
97886 97698 /Applications/miniconda3/bin/python
97889 97699 /Applications/miniconda3/bin/python
97945 97637 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin)
97974 97637 /Users/bcb/.vscode/extensions/ms-vscode.cpptools-1.19.5-darwin-arm64/bin/cpptools
98001 97637 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin)
98004 97637 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin)
98155 97095 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer)
98242 97637 /Users/bcb/.vscode/extensions/openai.chatgpt-26.616.71553-darwin-arm64/bin/macos-aarch64/codex
98243 97637 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin)
98301 97637 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin)
98497     1 /Applications/ChatGPT.app/Contents/MacOS/ChatGPT
98499     1 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/browser_crashpad_handler
98501     1 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/browser_crashpad_handler
98505 98497 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
98506 98497 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
98507 98497 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
98870 98497 /Applications/ChatGPT.app/Contents/Resources/native/bare-modifier-monitor
98872 98497 /Applications/ChatGPT.app/Contents/Resources/codex
98874 98497 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
98875 98497 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
98888 98497 /Users/bcb/.codex/computer-use/Codex Computer Use.app/Contents/MacOS/SkyComputerUseService
98889     1 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
98906 98497 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
98907 98497 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/152.0.7977.64/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
98919     1 /Applications/Visual Studio Code.app/Contents/Frameworks/Squirrel.framework/Resources/ShipIt
98972 98872 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
98973 98872 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
99319 98872 /Applications/ChatGPT.app/Contents/Resources/codex-code-mode-host
99577 98972 /Applications/ChatGPT.app/Contents/Resources/codex
  949   715 login
  951   949 -zsh
  978   715 login
  979   978 -zsh
  981   715 login
  988   981 -zsh
 1013   715 login
 1021  1013 -zsh
 1032   715 login
 1040  1032 -zsh
 1497   715 login
 1532  1497 -zsh
 1322  1873 docker
 1324  1322 /Users/bcb/.docker/cli-plugins/docker-compose
 1829   715 login
 1873  1829 -zsh
 1927   715 login
 1966  1927 -zsh
 2360   715 login
 2395  2360 -zsh
 2493   715 login
 2543  2493 -zsh
 3280   715 login
 3321  3280 -zsh
 3475   715 login
 3510  3475 -zsh
 3876   715 login
 3911  3876 -zsh
 4100   715 login
 4124  4100 -zsh
 4460   715 login
 4552  4460 -zsh
95539   715 login
95540 95539 -zsh
96185   715 login
96186 96185 -zsh
97695 97694 /bin/zsh
99660 97694 /bin/zsh
